BINID	total_length	seq_length_mean	total_seq_counts	genome_id	tp_length	tp_seq_counts	precision_bp	precision_seq	length_gs	seq_counts_gs	recall_bp	recall_seq	rank	Tool	sample_id
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		SemiBin_GTDB	sample_9
CONCOCT_10	3644943	1822471.5	2.0	Otu12.0	3644943	2.0	1.0	1.0	3659588	3.0	0.995998183402066	0.6666666666666666	NA	DAS Tool_GTDB	sample_9
CONCOCT_110_sub	4494533	4647.914167528438	967.0	Otu67.0	3137922	566.0	0.698164191919383	0.5853154084798345	3474492	821.0	0.903131162771421	0.6894031668696712	NA	DAS Tool_GTDB	sample_9
CONCOCT_114	1890518	10741.579545454546	176.0	Otu160	1834437	160.0	0.9703356434585654	0.9090909090909091	1851253	177.0	0.990916422552725	0.903954802259887	NA	DAS Tool_GTDB	sample_9
CONCOCT_129	3350381	52349.703125	64.0	Otu88.0	3350381	64.0	1.0	1.0	3391613	77.0	0.9878429526010191	0.8311688311688312	NA	DAS Tool_GTDB	sample_9
CONCOCT_134_sub	5410143	62908.63953488372	86.0	Otu10	5403736	85.0	0.9988157429480145	0.9883720930232558	5710786	118.0	0.9462333205971998	0.7203389830508474	NA	DAS Tool_GTDB	sample_9
CONCOCT_136_sub	2438841	187603.15384615384	13.0	Otu30.0	2363209	1.0	0.9689885482489429	0.07692307692307693	2363209	1.0	1.0	1.0	NA	DAS Tool_GTDB	sample_9
CONCOCT_138	1667141	1667141.0	1.0	Otu11	1667141	1.0	1.0	1.0	1667141	1.0	1.0	1.0	NA	DAS Tool_GTDB	sample_9
CONCOCT_148	4830165	4830165.0	1.0	Otu24.0	4830165	1.0	1.0	1.0	4830165	1.0	1.0	1.0	NA	DAS Tool_GTDB	sample_9
CONCOCT_161	3176251	3176251.0	1.0	Otu3.1	3176251	1.0	1.0	1.0	3176251	1.0	1.0	1.0	NA	DAS Tool_GTDB	sample_9
CONCOCT_171	3394190	678838.0	5.0	Otu133.0	3389855	4.0	0.9987228175205277	0.8	3389855	4.0	1.0	1.0	NA	DAS Tool_GTDB	sample_9
CONCOCT_174	3542963	60050.220338983054	59.0	Otu22	3542963	59.0	1.0	1.0	3598745	85.0	0.9844995963870738	0.6941176470588235	NA	DAS Tool_GTDB	sample_9
CONCOCT_207_sub	5395340	899223.3333333334	6.0	Otu255	5358808	4.0	0.9932289716681433	0.6666666666666666	5358808	4.0	1.0	1.0	NA	DAS Tool_GTDB	sample_9
CONCOCT_208_sub	1969453	179041.18181818182	11.0	Otu4.0	1926619	1.0	0.9782508138046453	0.09090909090909091	1926619	1.0	1.0	1.0	NA	DAS Tool_GTDB	sample_9
CONCOCT_26	4145230	2072615.0	2.0	Otu2.0	4145230	2.0	1.0	1.0	4145230	2.0	1.0	1.0	NA	DAS Tool_GTDB	sample_9
CONCOCT_52_sub	3428307	7325.442307692308	468.0	Otu72.0	3266172	431.0	0.9527069775256417	0.9209401709401709	3620853	637.0	0.9020449048884337	0.6766091051805337	NA	DAS Tool_GTDB	sample_9
CONCOCT_86	2562219	2562219.0	1.0	Otu9	2562219	1.0	1.0	1.0	2562219	1.0	1.0	1.0	NA	DAS Tool_GTDB	sample_9
MetaBAT2_30	4324276	4324276.0	1.0	Otu186.0	4324276	1.0	1.0	1.0	4927925	2.0	0.8775044263051893	0.5	NA	DAS Tool_GTDB	sample_9
MetaBAT2_5	1739478	1739478.0	1.0	Otu48.0	1739478	1.0	1.0	1.0	1739478	1.0	1.0	1.0	NA	DAS Tool_GTDB	sample_9
MetaBAT2_55_sub	2468710	52525.744680851065	47.0	Otu6	2455894	44.0	0.9948086247473377	0.9361702127659575	2465123	47.0	0.9962561705845915	0.9361702127659575	NA	DAS Tool_GTDB	sample_9
MetaBAT2_61_sub	3111398	33819.54347826087	92.0	Otu150.0	3105436	90.0	0.9980838195563537	0.9782608695652174	3304322	113.0	0.9398103453598046	0.7964601769911505	NA	DAS Tool_GTDB	sample_9
MetaBAT2_62_sub	2037995	4685.045977011494	435.0	Otu870	2009296	425.0	0.9859180223700255	0.9770114942528736	2682870	898.0	0.7489352819927912	0.4732739420935412	NA	DAS Tool_GTDB	sample_9
MetaBAT2_9	2284326	142770.375	16.0	Otu211	2282690	15.0	0.9992838150071399	0.9375	2429311	16.0	0.9396450269232717	0.9375	NA	DAS Tool_GTDB	sample_9
SemiBin_SemiBin_119	7212971	248723.1379310345	29.0	Otu163	7212971	29.0	1.0	1.0	7220724	34.0	0.9989262849542512	0.8529411764705882	NA	DAS Tool_GTDB	sample_9
SemiBin_SemiBin_144	2559060	36043.09859154929	71.0	Otu44.0	2543662	68.0	0.9939829468633014	0.9577464788732394	2796680	139.0	0.9095291559992562	0.4892086330935252	NA	DAS Tool_GTDB	sample_9
SemiBin_SemiBin_149_sub	2865885	191059.0	15.0	Otu13.0	2613065	1.0	0.911782922203787	0.06666666666666667	2655409	2.0	0.9840536806194451	0.5	NA	DAS Tool_GTDB	sample_9
SemiBin_SemiBin_153	4143212	125551.87878787878	33.0	Otu36.0	4136533	31.0	0.9983879656652858	0.9393939393939394	4136533	31.0	1.0	1.0	NA	DAS Tool_GTDB	sample_9
SemiBin_SemiBin_177	3785870	33209.38596491228	114.0	Otu86.0	3694168	97.0	0.9757778264969479	0.8508771929824561	3760317	107.0	0.9824086639504063	0.9065420560747663	NA	DAS Tool_GTDB	sample_9
SemiBin_SemiBin_18	5614660	255211.81818181818	22.0	Otu64.0	5588604	17.0	0.9953592915688573	0.7727272727272727	5657260	18.0	0.9878640896829914	0.9444444444444444	NA	DAS Tool_GTDB	sample_9
SemiBin_SemiBin_189	7451213	931401.625	8.0	Otu37.0	7327474	4.0	0.9833934421147268	0.5	7327474	4.0	1.0	1.0	NA	DAS Tool_GTDB	sample_9
SemiBin_SemiBin_198	5251060	2625530.0	2.0	Otu20	5251060	2.0	1.0	1.0	5251060	2.0	1.0	1.0	NA	DAS Tool_GTDB	sample_9
SemiBin_SemiBin_242	5426792	285620.63157894736	19.0	Otu23	5342991	17.0	0.9845579119302895	0.8947368421052632	5732352	19.0	0.9320765717108789	0.8947368421052632	NA	DAS Tool_GTDB	sample_9
SemiBin_SemiBin_243	3208560	69751.30434782608	46.0	Otu93	3205672	45.0	0.9990999077467774	0.9782608695652174	3249502	49.0	0.9865117793434194	0.9183673469387755	NA	DAS Tool_GTDB	sample_9
SemiBin_SemiBin_3	2411372	8800.627737226278	274.0	Otu71	2405005	272.0	0.997359594454941	0.9927007299270073	2765822	455.0	0.8695443886121377	0.5978021978021978	NA	DAS Tool_GTDB	sample_9
