BINID	total_length	seq_length_mean	total_seq_counts	genome_id	tp_length	tp_seq_counts	precision_bp	precision_seq	length_gs	seq_counts_gs	recall_bp	recall_seq	rank	Tool	sample_id
180	3286496	3940.642685851319	834.0	Otu1337	3198713	808.0	0.973289789490083	0.9688249400479616	3822374	1465.0	0.8368393569022812	0.5515358361774744	NA	CONCOCT_GTDB	sample_7
181	3600997	3013.386610878661	1195.0	Otu283.0	3511092	1162.0	0.9750333032768425	0.9723849372384937	4060975	1955.0	0.8645933550440473	0.5943734015345269	NA	CONCOCT_GTDB	sample_7
182	242416	2663.912087912088	91.0	RNODE_146_length_5606_cov_4.42067	55824	10.0	0.2302818295822058	0.10989010989010989	55824	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_7
183	276233	1347.4780487804878	205.0	Otu399.0	153619	108.0	0.5561211006650183	0.526829268292683	2735713	4983.0	0.056153185659460626	0.021673690547862733	NA	CONCOCT_GTDB	sample_7
184	618485	1421.8045977011495	435.0	Otu453	609619	430.0	0.9856649716646321	0.9885057471264368	2325232	4223.0	0.26217555925602265	0.10182334833057069	NA	CONCOCT_GTDB	sample_7
185	1463	1463.0	1.0	Otu10	1463	1.0	1.0	1.0	5710262	118.0	0.00025620540703736537	0.00847457627118644	NA	CONCOCT_GTDB	sample_7
186	4112492	4222.271047227926	974.0	Otu235.0	3545781	814.0	0.8621976650653667	0.8357289527720739	4509579	1694.0	0.7862776103933427	0.4805194805194805	NA	CONCOCT_GTDB	sample_7
187	4262435	4017.3751178133834	1061.0	Otu214.0	4249924	1056.0	0.9970648232758975	0.9952874646559849	5019021	1829.0	0.8467635421330175	0.5773646801530892	NA	CONCOCT_GTDB	sample_7
188	6906	1381.2	5.0	Otu254	5704	4.0	0.825948450622647	0.8	5206273	5838.0	0.001095601402385161	0.0006851661527920521	NA	CONCOCT_GTDB	sample_7
189	107851	1331.4938271604938	81.0	Otu1204	105711	79.0	0.9801578103123754	0.9753086419753086	755233	1692.0	0.1399713730729457	0.0466903073286052	NA	CONCOCT_GTDB	sample_7
19	2864958	8526.660714285714	336.0	Otu123.0	2850496	332.0	0.9949521075003542	0.9880952380952381	3130373	477.0	0.9105930826773678	0.6960167714884696	NA	CONCOCT_GTDB	sample_7
2	1817215	18734.17525773196	97.0	Otu89	1803524	90.0	0.9924659437655974	0.9278350515463918	1857353	104.0	0.9710184332219024	0.8653846153846154	NA	CONCOCT_GTDB	sample_7
20	3780	3780.0	1.0	Otu71	3780	1.0	1.0	1.0	2760321	596.0	0.0013694059495254357	0.0016778523489932886	NA	CONCOCT_GTDB	sample_7
21	20908	1742.3333333333333	12.0	RNODE_386_length_2437_cov_8.66377	15356	9.0	0.7344557107327339	0.75	20994	23.0	0.731447080118129	0.391304347826087	NA	CONCOCT_GTDB	sample_7
22	1309575	1923.0176211453745	681.0	Otu833	1096547	517.0	0.8373304316285818	0.7591776798825257	1566463	1325.0	0.7000146189217364	0.390188679245283	NA	CONCOCT_GTDB	sample_7
23	1490942	1515.1849593495936	984.0	Otu336	1116120	701.0	0.7486005491829998	0.7123983739837398	2764620	3903.0	0.4037155196735899	0.17960543171919036	NA	CONCOCT_GTDB	sample_7
24	10114	1444.857142857143	7.0	Otu212.0	5864	3.0	0.5797903895590271	0.42857142857142855	4257559	3687.0	0.001377315029574458	0.0008136696501220504	NA	CONCOCT_GTDB	sample_7
25	3241123	4558.541490857947	711.0	Otu382.0	3215088	702.0	0.991967290349672	0.9873417721518988	4351060	1599.0	0.7389206308347851	0.43902439024390244	NA	CONCOCT_GTDB	sample_7
26	4234	1411.3333333333333	3.0	Otu189	1906	1.0	0.45016532829475675	0.3333333333333333	4998985	428.0	0.0003812773993120604	0.002336448598130841	NA	CONCOCT_GTDB	sample_7
27	5990661	61759.39175257732	97.0	Otu185.0	5370716	43.0	0.8965147585550243	0.44329896907216493	5372018	44.0	0.9997576329788918	0.9772727272727273	NA	CONCOCT_GTDB	sample_7
28	36055	1802.75	20.0	RNODE_372_length_2448_cov_3.45466	24020	10.0	0.6662044099292748	0.5	24020	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_7
29	30161	1311.3478260869565	23.0	RNODE_294_length_6942_cov_7.24595	8702	6.0	0.28851828520274525	0.2608695652173913	58093	88.0	0.14979429535400135	0.06818181818181818	NA	CONCOCT_GTDB	sample_7
3	85091	1181.8194444444443	72.0	Otu1664	77524	65.0	0.9110716762054741	0.9027777777777778	2055933	5850.0	0.03770745447444056	0.011111111111111112	NA	CONCOCT_GTDB	sample_7
30	137813	2088.0757575757575	66.0	Otu110.0	40843	7.0	0.2963653646608085	0.10606060606060606	2835271	820.0	0.014405324923084955	0.00853658536585366	NA	CONCOCT_GTDB	sample_7
31	7217411	218709.42424242425	33.0	Otu163	7217411	33.0	1.0	1.0	7220422	36.0	0.9995829883627301	0.9166666666666666	NA	CONCOCT_GTDB	sample_7
32	3357012	5758.168096054888	583.0	Otu157.0	3236400	546.0	0.9640716208342419	0.9365351629502573	3505042	762.0	0.9233555546552652	0.7165354330708661	NA	CONCOCT_GTDB	sample_7
33	1903858	317309.6666666667	6.0	Otu160	1859313	2.0	0.9766027718453792	0.3333333333333333	1859313	2.0	1.0	1.0	NA	CONCOCT_GTDB	sample_7
34	4850846	14523.491017964072	334.0	Otu35.0	4825724	331.0	0.9948211095549107	0.9910179640718563	5033138	403.0	0.9587903212667723	0.8213399503722084	NA	CONCOCT_GTDB	sample_7
35	301437	2554.5508474576272	118.0	RNODE_225_length_25884_cov_6.69550	221165	86.0	0.7337022329707369	0.7288135593220338	248752	133.0	0.8890983791085096	0.6466165413533834	NA	CONCOCT_GTDB	sample_7
36	4092529	34978.88034188034	117.0	Otu39.0	3639673	85.0	0.8893456833170883	0.7264957264957265	3640559	87.0	0.9997566307811521	0.9770114942528736	NA	CONCOCT_GTDB	sample_7
37	172432	8211.047619047618	21.0	RNODE_531_length_9868_cov_8.44904	97949	10.0	0.5680442145309456	0.47619047619047616	97949	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_7
38	1451	1451.0	1.0	Otu659	1451	1.0	1.0	1.0	3976594	7119.0	0.00036488512531075587	0.00014046916701783958	NA	CONCOCT_GTDB	sample_7
39	56030	1192.127659574468	47.0	Otu293.0	48204	41.0	0.8603248259860788	0.8723404255319149	1351833	3859.0	0.035658250686290395	0.010624514122829748	NA	CONCOCT_GTDB	sample_7
4	10145	1449.2857142857142	7.0	Otu215.0	3977	3.0	0.3920157713159192	0.42857142857142855	2379128	4348.0	0.0016716208627698887	0.0006899724011039559	NA	CONCOCT_GTDB	sample_7
40	70116	1524.2608695652175	46.0	RNODE_337_length_8771_cov_5.18162	24582	11.0	0.35059045011124423	0.2391304347826087	85021	33.0	0.28912856823608285	0.3333333333333333	NA	CONCOCT_GTDB	sample_7
41	5556532	1339.5689488910318	4148.0	Otu152	1546068	1114.0	0.2782433359512732	0.2685631629701061	5430544	7648.0	0.28469854953757856	0.14565899581589958	NA	CONCOCT_GTDB	sample_7
42	11182065	27140.93446601942	412.0	Otu36.0	4102820	86.0	0.366910762904705	0.2087378640776699	4134001	94.0	0.9924574280460987	0.9148936170212766	NA	CONCOCT_GTDB	sample_7
43	526489	1309.6741293532339	402.0	Otu2119.0	278749	215.0	0.5294488583807069	0.5348258706467661	2407725	5365.0	0.11577277305340103	0.04007455731593663	NA	CONCOCT_GTDB	sample_7
44	4145252	2072626.0	2.0	Otu2.0	4145252	2.0	1.0	1.0	4145252	2.0	1.0	1.0	NA	CONCOCT_GTDB	sample_7
45	7386879	351756.14285714284	21.0	Otu37.0	7327304	10.0	0.9919350242504311	0.47619047619047616	7327304	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_7
46	1961494	1553.0435471100554	1263.0	Otu85.1	1365705	831.0	0.6962575465436041	0.6579572446555819	2846015	3716.0	0.479865706962191	0.2236275565123789	NA	CONCOCT_GTDB	sample_7
47	1049	1049.0	1.0	Otu810.0	1049	1.0	1.0	1.0	2378263	5435.0	0.0004410782154875218	0.0001839926402943882	NA	CONCOCT_GTDB	sample_7
48	4008	2004.0	2.0	Otu69.0	2740	1.0	0.6836327345309381	0.5	3988921	5778.0	0.000686902548333246	0.00017307026652821047	NA	CONCOCT_GTDB	sample_7
49	2827	1413.5	2.0	Otu3.0	1696	1.0	0.5999292536257517	0.5	3211559	3953.0	0.0005280924311214585	0.00025297242600556537	NA	CONCOCT_GTDB	sample_7
5	10326	1147.3333333333333	9.0	RNODE_17_length_1254_cov_4.43994	10326	9.0	1.0	1.0	11501	11.0	0.8978349708720981	0.8181818181818182	NA	CONCOCT_GTDB	sample_7
50	24508135	1502.5525718840047	16311.0	Otu525.0	2199145	1263.0	0.08973122597863933	0.07743240757770829	3885943	4308.0	0.5659231234220368	0.2931754874651811	NA	CONCOCT_GTDB	sample_7
51	1681	1681.0	1.0	Otu132	1681	1.0	1.0	1.0	2372366	1540.0	0.0007085753210086471	0.0006493506493506494	NA	CONCOCT_GTDB	sample_7
52	62022	1550.55	40.0	Otu152	20317	13.0	0.32757731127664375	0.325	5430544	7648.0	0.00374124581257421	0.0016997907949790796	NA	CONCOCT_GTDB	sample_7
53	1002	1002.0	1.0	Otu152	1002	1.0	1.0	1.0	5430544	7648.0	0.00018451190157008212	0.0001307531380753138	NA	CONCOCT_GTDB	sample_7
54	5181973	1441.8400111296605	3594.0	Otu304.0	1465494	932.0	0.28280618212406744	0.2593210907067334	3406995	4806.0	0.4301426917268737	0.1939242613399917	NA	CONCOCT_GTDB	sample_7
55	3922242	14058.21505376344	279.0	Otu61.0	3916659	277.0	0.9985765794155486	0.992831541218638	4038357	318.0	0.9698644770633206	0.8710691823899371	NA	CONCOCT_GTDB	sample_7
56	2826176	4500.28025477707	628.0	Otu44.0	2092785	329.0	0.7405005916121289	0.5238853503184714	2753073	680.0	0.7601632793609178	0.4838235294117647	NA	CONCOCT_GTDB	sample_7
57	380769	1410.2555555555555	270.0	Otu40.1	77846	48.0	0.20444416430959453	0.17777777777777778	6070447	5022.0	0.0128237673436569	0.009557945041816009	NA	CONCOCT_GTDB	sample_7
58	348691	1452.8791666666666	240.0	Otu713	340348	233.0	0.9760733715524633	0.9708333333333333	1216984	2164.0	0.27966513939378	0.10767097966728281	NA	CONCOCT_GTDB	sample_7
59	1820734	2725.6497005988026	668.0	Otu211	1672207	563.0	0.9184246573085361	0.842814371257485	2351997	1210.0	0.71097327079924	0.4652892561983471	NA	CONCOCT_GTDB	sample_7
6	330909	1504.1318181818183	220.0	Otu1580	321471	213.0	0.971478563593012	0.9681818181818181	1503429	2739.0	0.21382519560285188	0.07776560788608981	NA	CONCOCT_GTDB	sample_7
60	144244	1360.7924528301887	106.0	Otu214.0	139450	103.0	0.966764648789551	0.9716981132075472	5019021	1829.0	0.027784302954699733	0.056314926189174414	NA	CONCOCT_GTDB	sample_7
61	3707708	60782.098360655735	61.0	Otu70.0	3698709	60.0	0.9975728940898259	0.9836065573770492	3706541	63.0	0.9978869787222103	0.9523809523809523	NA	CONCOCT_GTDB	sample_7
62	6273	1568.25	4.0	Otu196	6273	4.0	1.0	1.0	2079777	2294.0	0.0030161887548520827	0.0017436791630340018	NA	CONCOCT_GTDB	sample_7
63	472749	1875.9880952380952	252.0	Otu99.0	42177	24.0	0.08921647639656562	0.09523809523809523	2944373	3243.0	0.014324611725484509	0.0074005550416281225	NA	CONCOCT_GTDB	sample_7
64	3821	1273.6666666666667	3.0	Otu69.0	3821	3.0	1.0	1.0	3988921	5778.0	0.000957903152255961	0.0005192107995846313	NA	CONCOCT_GTDB	sample_7
65	844520	1852.017543859649	456.0	Otu1337	55993	13.0	0.06630156775446408	0.02850877192982456	3822374	1465.0	0.014648749703718161	0.008873720136518772	NA	CONCOCT_GTDB	sample_7
66	902544	1272.981664315938	709.0	Otu1358	898195	705.0	0.995181398358418	0.9943582510578279	6084522	13714.0	0.14761964867577107	0.05140732098585387	NA	CONCOCT_GTDB	sample_7
67	49310	1408.857142857143	35.0	Otu376	31892	25.0	0.6467653619955385	0.7142857142857143	337130	767.0	0.09459852282502298	0.03259452411994785	NA	CONCOCT_GTDB	sample_7
68	3837858	2253.586611861421	1703.0	Otu40.1	3789087	1674.0	0.9872921301413444	0.9829712272460364	6070447	5022.0	0.6241858301373853	0.3333333333333333	NA	CONCOCT_GTDB	sample_7
69	1132	1132.0	1.0	Otu1000	1132	1.0	1.0	1.0	3294342	7482.0	0.0003436194542036012	0.00013365410318096765	NA	CONCOCT_GTDB	sample_7
7	3715	1238.3333333333333	3.0	Otu1322	1306	1.0	0.3515477792732167	0.3333333333333333	3997442	9051.0	0.00032670893036096583	0.00011048502927853276	NA	CONCOCT_GTDB	sample_7
70	79188	3045.6923076923076	26.0	RNODE_65_length_5443_cov_3.51540	53637	10.0	0.6773374753750568	0.38461538461538464	53637	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_7
71	17268	1726.8	10.0	RNODE_193_length_1789_cov_7.19864	17268	10.0	1.0	1.0	17268	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_7
72	43695	1456.5	30.0	RNODE_114_length_10406_cov_5.47746	37035	25.0	0.8475798146240988	0.8333333333333334	87944	134.0	0.4211202583462203	0.1865671641791045	NA	CONCOCT_GTDB	sample_7
73	1129	1129.0	1.0	Otu648.0	1129	1.0	1.0	1.0	3461409	7828.0	0.0003261677542295637	0.00012774655084312725	NA	CONCOCT_GTDB	sample_7
74	1872779	1637.0445804195804	1144.0	Otu196	1230006	685.0	0.6567811791994678	0.5987762237762237	2079777	2294.0	0.5914124446996	0.2986050566695728	NA	CONCOCT_GTDB	sample_7
75	2012443	1695.402695871946	1187.0	Otu3.0	1319543	764.0	0.6556921115281278	0.6436394271272114	3211559	3953.0	0.4108730370514756	0.19327093346825197	NA	CONCOCT_GTDB	sample_7
76	2307893	1551.0033602150538	1488.0	Otu234.0	2019603	1277.0	0.8750851967573887	0.8581989247311828	4522001	6431.0	0.44661710601125476	0.1985694293266988	NA	CONCOCT_GTDB	sample_7
77	2340140	1537.5427069645204	1522.0	Otu592.0	1372856	888.0	0.586655499243635	0.5834428383705651	3357155	4754.0	0.40893435066298695	0.18679007151872107	NA	CONCOCT_GTDB	sample_7
78	3521048	48233.53424657534	73.0	Otu22	3511472	71.0	0.9972803551669843	0.9726027397260274	3595548	103.0	0.976616638131378	0.6893203883495146	NA	CONCOCT_GTDB	sample_7
79	3666891	2462.653458697112	1489.0	Otu82	2660271	990.0	0.7254840681111056	0.6648757555406313	3851461	2565.0	0.6907173667343379	0.38596491228070173	NA	CONCOCT_GTDB	sample_7
8	8021725	5601.763268156425	1432.0	Otu85.0	3356415	209.0	0.41841561509525693	0.14594972067039105	3417751	246.0	0.9820536955442336	0.8495934959349594	NA	CONCOCT_GTDB	sample_7
80	3225	1612.5	2.0	Otu1000	3225	2.0	1.0	1.0	3294342	7482.0	0.0009789511835747472	0.0002673082063619353	NA	CONCOCT_GTDB	sample_7
81	1887	1887.0	1.0	Otu382.0	1887	1.0	1.0	1.0	4351060	1599.0	0.0004336874232945535	0.0006253908692933083	NA	CONCOCT_GTDB	sample_7
82	74484	1330.0714285714287	56.0	Otu168.0	43206	36.0	0.5800708877074271	0.6428571428571429	1735023	4930.0	0.024902263543480404	0.007302231237322515	NA	CONCOCT_GTDB	sample_7
83	6221506	12271.214990138067	507.0	Otu88.0	3331944	60.0	0.5355526459349231	0.11834319526627218	3391390	77.0	0.9824714939891903	0.7792207792207793	NA	CONCOCT_GTDB	sample_7
84	2262297	3218.0611664295875	703.0	Otu450.0	2239998	694.0	0.9901432040090227	0.9871977240398293	2882975	1451.0	0.7769744794873351	0.47829083390764987	NA	CONCOCT_GTDB	sample_7
85	4819056	46786.95145631068	103.0	Otu24.0	4819056	103.0	1.0	1.0	4825866	109.0	0.9985888543113298	0.944954128440367	NA	CONCOCT_GTDB	sample_7
86	487131	2117.9608695652173	230.0	Otu64.0	293890	145.0	0.6033079397533723	0.6304347826086957	5614832	893.0	0.05234172634194576	0.1623740201567749	NA	CONCOCT_GTDB	sample_7
87	2866749	2160.3232856066315	1327.0	Otu393.0	2801830	1283.0	0.9773544876094837	0.9668425018839487	4603601	3919.0	0.6086170369673654	0.3273794335289615	NA	CONCOCT_GTDB	sample_7
88	21231	1326.9375	16.0	RNODE_243_length_1453_cov_2.63382	12995	10.0	0.6120766803259385	0.625	12995	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_7
89	1220	1220.0	1.0	Otu1221	1220	1.0	1.0	1.0	1369889	3923.0	0.000890583105638486	0.0002549069589599796	NA	CONCOCT_GTDB	sample_7
9	699866	1416.7327935222672	494.0	Otu271	657680	463.0	0.9397227469258401	0.937246963562753	3477266	6256.0	0.18913709793843783	0.07400895140664962	NA	CONCOCT_GTDB	sample_7
90	20977	1498.357142857143	14.0	RNODE_341_length_3219_cov_3.63466	16584	10.0	0.7905801592220051	0.7142857142857143	28267	33.0	0.5866911946793081	0.30303030303030304	NA	CONCOCT_GTDB	sample_7
91	127106	2229.9298245614036	57.0	Otu150.0	36073	8.0	0.2838024955548912	0.14035087719298245	3290092	363.0	0.010964131094206485	0.02203856749311295	NA	CONCOCT_GTDB	sample_7
92	279041	2735.6960784313724	102.0	RNODE_200_length_4574_cov_2.94178	44991	10.0	0.16123437057636691	0.09803921568627451	44991	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_7
93	10036718	9907.915103652518	1013.0	Otu64.0	5145381	586.0	0.5126557306880596	0.5784797630799605	5614832	893.0	0.9163909089354766	0.6562150055991042	NA	CONCOCT_GTDB	sample_7
94	18045	1503.75	12.0	Otu119.1	14633	9.0	0.8109171515655306	0.75	3907731	4946.0	0.003744628276613718	0.001819652244237768	NA	CONCOCT_GTDB	sample_7
95	3373288	11877.774647887323	284.0	Otu46	1724325	44.0	0.511170407033138	0.15492957746478872	1740605	68.0	0.9906469302340278	0.6470588235294118	NA	CONCOCT_GTDB	sample_7
96	1225622	6007.950980392156	204.0	Otu149	1154557	166.0	0.9420171961665179	0.8137254901960784	1338920	264.0	0.8623046933349267	0.6287878787878788	NA	CONCOCT_GTDB	sample_7
97	1012	1012.0	1.0	Otu1000	1012	1.0	1.0	1.0	3294342	7482.0	0.0003071933636519827	0.00013365410318096765	NA	CONCOCT_GTDB	sample_7
98	7004761	1509.6467672413794	4640.0	Otu638.0	1661580	990.0	0.2372072366209211	0.21336206896551724	3271161	3684.0	0.5079480954927013	0.2687296416938111	NA	CONCOCT_GTDB	sample_7
99	1203	1203.0	1.0	Otu1000	1203	1.0	1.0	1.0	3294342	7482.0	0.0003651715577799755	0.00013365410318096765	NA	CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_7
