BINID	TAXID	Tool	filtered	genome_id	index	length_gs	name	precision_bp	precision_seq	rank	recall_bp	recall_seq	sample_id	seq_counts_gs	seq_length_mean	total_length	total_seq_counts	tp_length	tp_seq_counts
	2214	CONCOCT_GTDB	False		1111.0	3343034	Methanosarcina acetivorans			species	0.0	0.0	sample_0	8774		0	0	0	0
	99286	CONCOCT_GTDB	False		1112.0	6764405	Flavobacterium frigidarium			species	0.0	0.0	sample_0	5589		0	0	0	0
	110662	CONCOCT_GTDB	False		1113.0	2225376	Synechococcus sp.			species	0.0	0.0	sample_0	2646		0	0	0	0
	111501	CONCOCT_GTDB	False		1114.0	3841312	Flagellimonas ruestringensis			species	0.0	0.0	sample_0	39		0	0	0	0
	113653	CONCOCT_GTDB	False		1115.0	1623948	Geoglobus ahangari			species	0.0	0.0	sample_0	1478		0	0	0	0
	119864	CONCOCT_GTDB	False		1116.0	4684311	Marinomonas mediterranea			species	0.0	0.0	sample_0	1		0	0	0	0
	120576	CONCOCT_GTDB	False		1117.0	3398823	Brucella pinnipedialis			species	0.0	0.0	sample_0	8		0	0	0	0
	171437	CONCOCT_GTDB	False		1118.0	6512824	Tistrella mobilis			species	0.0	0.0	sample_0	5		0	0	0	0
	35	CONCOCT_GTDB	False		1119.0	0	Corallococcus macrosporus	0.0	0.0	species			sample_0	0		8452275	1125	0	0
	2	SemiBin_GTDB	False		0.0	2416905866	Bacteria	0.9944555458390963	0.9962205995670201	superkingdom	0.4707181413245823	0.03798307759460095	sample_0	1429584		1144024428	54506	1137681437	54300
	2157	SemiBin_GTDB	False		1.0	161270514	Archaea	0.9309367989701728	0.9231231231231232	superkingdom	0.4546950411530281	0.030327944329707045	sample_0	152038		78768938	4995	73328903	4611
	10239	SemiBin_GTDB	False		2.0	623753	Viruses			superkingdom	0.0	0.0	sample_0	51		0	0	0	0
	2759	SemiBin_GTDB	False		3.0	0	Eukaryota	0.0	0.0	superkingdom			sample_0	0		30262356	2428	0	0
	32066	SemiBin_GTDB	False		4.0	3132217	Fusobacteriota	1.0	1.0	phylum	1.0	1.0	sample_0	3		3132217	3	3132217	3
	508458	SemiBin_GTDB	False		5.0	1999613	Synergistota	0.9983085380386729	0.6666666666666666	phylum	1.0	1.0	sample_0	2		2003001	3	1999613	2
	1930617	SemiBin_GTDB	False		6.0	4978230	Calditrichota	0.9970907845468083	0.9166666666666666	phylum	1.0	1.0	sample_0	11		4992755	12	4978230	11
	203691	SemiBin_GTDB	False		7.0	6342719	Spirochaetota	0.5048110392572239	0.07567567567567568	phylum	1.0	1.0	sample_0	14		12564541	185	6342719	14
	192989	SemiBin_GTDB	False		8.0	490866	Nanoarchaeota	1.0	1.0	phylum	1.0	1.0	sample_0	1		490866	1	490866	1
	3018035	SemiBin_GTDB	False		9.0	7250842	Bdellovibrionota	0.9943759303627784	0.967948717948718	phylum	0.9812512808857233	0.7365853658536585	sample_0	410		7155139	312	7114898	302
	2818505	SemiBin_GTDB	False		10.0	18375006	Myxococcota	1.0	1.0	phylum	0.963088120896396	0.6581865622961514	sample_0	1533		17696750	1009	17696750	1009
	651137	SemiBin_GTDB	False		11.0	12531268	Nitrososphaerota	0.9992316221786685	0.9964994165694282	phylum	0.8040553438008029	0.1786984724837832	sample_0	4779		10083581	857	10075833	854
	200940	SemiBin_GTDB	False		12.0	51365680	Thermodesulfobacteriota	1.0	1.0	phylum	0.7745090106857341	0.004952027236149799	sample_0	3231		39783182	16	39783182	16
	203682	SemiBin_GTDB	False		13.0	3767029	Planctomycetota	0.9978932389639534	0.9964788732394366	phylum	0.6690569677058499	0.33215962441314556	sample_0	1704		2525678	568	2520357	566
	2283796	SemiBin_GTDB	False		14.0	4494664	Candidatus Thermoplasmatota	0.997957997206881	0.9864864864864865	phylum	0.6618537002988433	0.5017182130584192	sample_0	291		2980897	148	2974810	146
	1297	SemiBin_GTDB	False		15.0	4513496	Deinococcota	0.9412973388009146	0.7487437185929648	phylum	0.6138532082447841	0.07038261691072271	sample_0	2117		2943410	199	2770624	149
	1090	SemiBin_GTDB	False		16.0	9904930	Chlorobiota	1.0	1.0	phylum	0.6087672502481087	0.00044682752457551384	sample_0	4476		6029797	2	6029797	2
	28889	SemiBin_GTDB	False		17.0	15055611	Thermoproteota	0.9898825067797721	0.939799331103679	phylum	0.5952225386269611	0.026417222901193946	sample_0	10637		9053033	299	8961439	281
	976	SemiBin_GTDB	False		18.0	283691231	Bacteroidota	0.9794464094187628	0.9930693069306931	phylum	0.591554128791524	0.09167352161594004	sample_0	109410		171340379	10100	167818719	10030
	29547	SemiBin_GTDB	False		19.0	19140423	Campylobacterota	0.9944882007279066	0.9844771241830066	phylum	0.5883513128210385	0.07703125998849325	sample_0	15643		11323707	1224	11261293	1205
	1239	SemiBin_GTDB	False		20.0	128449458	Bacillota	0.9941985968049768	0.9831200148395474	phylum	0.46615673535967744	0.062239445716634374	sample_0	85155		60226981	5391	59877580	5300
	200930	SemiBin_GTDB	False		21.0	7807512	Deferribacterota	0.9938609865433902	0.9881656804733728	phylum	0.4634590379111809	0.09858323494687131	sample_0	5082		3640813	507	3618462	501
	1224	SemiBin_GTDB	False		22.0	1519586501	Pseudomonadota	0.9993074197876509	0.9958808497654372	phylum	0.446666026286318	0.028996853889660702	sample_0	900477		679218077	26219	678747664	26111
	200783	SemiBin_GTDB	False		23.0	4920831	Aquificota	0.986416426126096	0.8888888888888888	phylum	0.4434872890371565	0.021595680863827234	sample_0	3334		2212378	81	2182326	72
	28890	SemiBin_GTDB	False		24.0	128698105	Euryarchaeota	0.9022727176817198	0.8913279132791327	phylum	0.39372873438967887	0.024125284236778406	sample_0	136330		56160561	3690	50672142	3289
	201174	SemiBin_GTDB	False		25.0	187257449	Actinomycetota	0.9990204297328968	0.9957044673539519	phylum	0.3909772849677131	0.028000241589659962	sample_0	165570		73285197	4656	73213409	4636
	57723	SemiBin_GTDB	False		26.0	5570287	Acidobacteriota	0.9893621871009378	0.990234375	phylum	0.3233777720968417	0.10929079543004958	sample_0	4639		1820675	512	1801307	507
	1117	SemiBin_GTDB	False		27.0	100803267	Cyanobacteriota	0.99778444012148	0.9934497816593887	phylum	0.31820352608214575	0.03124699548120373	sample_0	72807		32147179	2290	32075955	2275
	200918	SemiBin_GTDB	False		28.0	30549706	Thermotogota	0.989495272581672	0.9737226277372263	phylum	0.2504445705631341	0.018570076284871097	sample_0	35918		7732233	685	7651008	667
	1853220	SemiBin_GTDB	False		29.0	10829141	Rhodothermota	0.9840775100995894	0.981203007518797	phylum	0.20449525959630593	0.05765407554671968	sample_0	9054		2250339	532	2214508	522
	74201	SemiBin_GTDB	False		30.0	1699928	Verrucomicrobiota			phylum	0.0	0.0	sample_0	5209		0	0	0	0
	134625	SemiBin_GTDB	False		31.0	2628650	Kiritimatiellota			phylum	0.0	0.0	sample_0	2949		0	0	0	0
	544448	SemiBin_GTDB	False		32.0	1878554	Mycoplasmatota			phylum	0.0	0.0	sample_0	2		0	0	0	0
	6073	SemiBin_GTDB	False		33.0	0	Cnidaria	0.0	0.0	phylum			sample_0	0		3991159	17	0	0
	6447	SemiBin_GTDB	False		34.0	0	Mollusca	0.0	0.0	phylum			sample_0	0		1773164	3	0	0
	6656	SemiBin_GTDB	False		35.0	0	Arthropoda	0.0	0.0	phylum			sample_0	0		24498033	2408	0	0
	84992	SemiBin_GTDB	False		36.0	4830178	Acidimicrobiia	1.0	1.0	class	1.0	1.0	sample_0	1		4830178	1	4830178	1
	183967	SemiBin_GTDB	False		37.0	1584791	Thermoplasmata	1.0	1.0	class	1.0	1.0	sample_0	1		1584791	1	1584791	1
	649775	SemiBin_GTDB	False		38.0	1999613	Synergistia	0.9983085380386729	0.6666666666666666	class	1.0	1.0	sample_0	2		2003001	3	1999613	2
	203490	SemiBin_GTDB	False		39.0	3132217	Fusobacteriia	1.0	1.0	class	1.0	1.0	sample_0	3		3132217	3	3132217	3
	203692	SemiBin_GTDB	False		40.0	6342719	Spirochaetia	0.5048110392572239	0.07567567567567568	class	1.0	1.0	sample_0	14		12564541	185	6342719	14
	3031651	SemiBin_GTDB	False		41.0	6842113	Desulfuromonadia	1.0	1.0	class	1.0	1.0	sample_0	2		6842113	2	6842113	2
	3031418	SemiBin_GTDB	False		42.0	3830131	Bdellovibrionia	0.9964405136254026	0.75	class	1.0	1.0	sample_0	9		3843813	12	3830131	9
	1962850	SemiBin_GTDB	False		43.0	4978230	Calditrichia	0.9970907845468083	0.9166666666666666	class	1.0	1.0	sample_0	11		4992755	12	4978230	11
	2885752	SemiBin_GTDB	False		44.0	490866	Candidatus Nanoarchaeia	1.0	1.0	class	1.0	1.0	sample_0	1		490866	1	490866	1
	1937959	SemiBin_GTDB	False		45.0	4399929	Saprospiria	1.0	1.0	class	1.0	1.0	sample_0	9		4399929	9	4399929	9
	200643	SemiBin_GTDB	False		46.0	5132065	Bacteroidia	0.4922704825139241	0.07692307692307693	class	1.0	1.0	sample_0	1		10425295	13	5132065	1
	1051663	SemiBin_GTDB	False		47.0	1118416	Candidatus Nanohaloarchaea	0.45589305906225314	0.008310249307479225	class	1.0	1.0	sample_0	3		2453242	361	1118416	3
	3031449	SemiBin_GTDB	False		48.0	19701019	Desulfovibrionia	0.9965240549312656	0.9090909090909091	class	0.9997304707944294	0.9090909090909091	sample_0	11		19764409	11	19695709	10
	3031419	SemiBin_GTDB	False		49.0	3420711	Bacteriovoracia	0.9919793460384149	0.9766666666666667	class	0.9602585544350283	0.7306733167082294	sample_0	401		3311326	300	3284767	293
	28216	SemiBin_GTDB	False		50.0	25750559	Betaproteobacteria	0.9974957539096775	0.98828125	class	0.9262984543364671	0.5449649973074852	sample_0	1857		23912586	1024	23852703	1012
	32015	SemiBin_GTDB	False		51.0	8928984	Myxococcia	1.0	1.0	class	0.924038838013373	0.6557161629434954	sample_0	1522		8250728	998	8250728	998
	186801	SemiBin_GTDB	False		52.0	27905249	Clostridia	0.9957667713541244	0.9777306468716861	class	0.761062658856762	0.0767246400932013	sample_0	12017		21327929	943	21237643	922
	1643678	SemiBin_GTDB	False		53.0	9271266	Nitrososphaeria	0.9988898658998698	0.9951923076923077	class	0.7519565289141742	0.1404977375565611	sample_0	4420		6979337	624	6971589	621
	666505	SemiBin_GTDB	False		54.0	3767029	Phycisphaerae	0.9978932389639534	0.9964788732394366	class	0.6690569677058499	0.33215962441314556	sample_0	1704		2525678	568	2520357	566
	3024418	SemiBin_GTDB	False		55.0	15311050	Desulfobacteria	1.0	1.0	class	0.6304779881196914	0.5	sample_0	4		9653280	2	9653280	2
	3031852	SemiBin_GTDB	False		56.0	17638981	Epsilonproteobacteria	0.9959732617156523	0.9870242214532872	class	0.6269252175054784	0.08243028464094784	sample_0	13842		11103031	1156	11058322	1141
	28211	SemiBin_GTDB	False		57.0	256059764	Alphaproteobacteria	0.9973749947872661	0.9885045459295643	class	0.6214112616303122	0.10844243688808383	sample_0	87226		159537207	9569	159118421	9459
	188787	SemiBin_GTDB	False		58.0	4513496	Deinococci	0.9430364107063964	0.7563451776649747	class	0.6138532082447841	0.07038261691072271	sample_0	2117		2937982	197	2770624	149
	191410	SemiBin_GTDB	False		59.0	9904930	Chlorobiia	1.0	1.0	class	0.6087672502481087	0.00044682752457551384	sample_0	4476		6029797	2	6029797	2
	183924	SemiBin_GTDB	False		60.0	15055611	Thermoprotei	0.9898825067797721	0.939799331103679	class	0.5952225386269611	0.026417222901193946	sample_0	10637		9053033	299	8961439	281
	768503	SemiBin_GTDB	False		61.0	40447001	Cytophagia	0.996706776110019	0.9886255924170616	class	0.5944950776449408	0.09149925432055443	sample_0	22798		24124992	2110	24045543	2086
	117743	SemiBin_GTDB	False		62.0	233712236	Flavobacteriia	0.997667591058106	0.9900853413654619	class	0.56514531400059	0.09109489388235838	sample_0	86602		132390163	7968	132081375	7889
	183968	SemiBin_GTDB	False		63.0	31899682	Thermococci	0.995088883459241	0.9800275482093664	class	0.5643046222216259	0.060067539046010976	sample_0	23690		18089980	1452	18001138	1423
	183980	SemiBin_GTDB	False		64.0	11117490	Archaeoglobi	0.9941837235584882	0.9777777777777777	class	0.5170148117965476	0.040676712582046776	sample_0	10817		5781534	450	5747907	440
	68337	SemiBin_GTDB	False		65.0	7807512	Deferribacteres	0.9938609865433902	0.9881656804733728	class	0.4634590379111809	0.09858323494687131	sample_0	5082		3640813	507	3618462	501
	3031451	SemiBin_GTDB	False		66.0	7683110	Desulfobulbia	1.0	1.0	class	0.4585877333527699	0.2	sample_0	5		3523380	1	3523380	1
	187857	SemiBin_GTDB	False		67.0	4920831	Aquificia	0.986416426126096	0.8888888888888888	class	0.4434872890371565	0.021595680863827234	sample_0	3334		2212378	81	2182326	72
	1236	SemiBin_GTDB	False		68.0	1237776178	Gammaproteobacteria	0.9989600883953822	0.9971742130511927	class	0.39714703008284913	0.01870114888697723	sample_0	811394		492090864	15217	491579133	15174
	91061	SemiBin_GTDB	False		69.0	100544209	Bacilli	0.9934452106465822	0.9840305892937472	class	0.3842117948334548	0.05981842544231453	sample_0	73138		38885155	4446	38630271	4375
	1760	SemiBin_GTDB	False		70.0	182427271	Actinomycetes	0.9989513113713401	0.9957035445757251	class	0.37485201979478167	0.027994370926924726	sample_0	165569		68455019	4655	68383231	4635
	183939	SemiBin_GTDB	False		71.0	20932607	Methanococci	0.9981550487020968	0.9961277831558567	class	0.35111503311555986	0.04439746300211417	sample_0	23177		7363338	1033	7349753	1029
	183963	SemiBin_GTDB	False		72.0	30079066	Halobacteria	0.9983389150376611	0.972972972972973	class	0.3423780512333727	0.0038461538461538464	sample_0	37440		10315547	148	10298412	144
	3028117	SemiBin_GTDB	False		73.0	100803267	Cyanophyceae	0.9976188272055344	0.9934354485776805	class	0.2960230148096291	0.031178320765860426	sample_0	72807		29911311	2285	29840087	2270
	224756	SemiBin_GTDB	False		74.0	32318028	Methanomicrobia	0.6674516242600922	0.967479674796748	class	0.2510721260591766	0.006150029716530143	sample_0	38699		12156920	246	8114156	238
	188708	SemiBin_GTDB	False		75.0	30549706	Thermotogae	0.989495272581672	0.9737226277372263	class	0.2504445705631341	0.018570076284871097	sample_0	35918		7732233	685	7651008	667
	1853222	SemiBin_GTDB	False		76.0	10829141	Rhodothermia	0.9840775100995894	0.981203007518797	class	0.20449525959630593	0.05765407554671968	sample_0	9054		2250339	532	2214508	522
	3031853	SemiBin_GTDB	False		77.0	1501442	Desulfurellia	0.9197692544726205	0.9411764705882353	class	0.1351840430732589	0.03553581343697946	sample_0	1801		220676	68	202971	64
	67799	SemiBin_GTDB	False		78.0	1828388	Thermodesulfobacteria			class	0.0	0.0	sample_0	3209		0	0	0	0
	414999	SemiBin_GTDB	False		79.0	1699928	Opitutia			class	0.0	0.0	sample_0	5209		0	0	0	0
	183988	SemiBin_GTDB	False		80.0	1232816	Methanopyri			class	0.0	0.0	sample_0	2504		0	0	0	0
	1912503	SemiBin_GTDB	False		81.0	1878554	Candidatus Izimaplasma			class	0.0	0.0	sample_0	2		0	0	0	0
	1921781	SemiBin_GTDB	False		82.0	2628650	Kiritimatiellia			class	0.0	0.0	sample_0	2949		0	0	0	0
	6101	SemiBin_GTDB	False		83.0	0	Anthozoa	0.0	0.0	class			sample_0	0		3991159	17	0	0
	6448	SemiBin_GTDB	False		84.0	0	Gastropoda	0.0	0.0	class			sample_0	0		1773164	3	0	0
	50557	SemiBin_GTDB	False		85.0	0	Insecta	0.0	0.0	class			sample_0	0		24495355	2407	0	0
	136	SemiBin_GTDB	False		86.0	6342719	Spirochaetales	0.5048110392572239	0.07567567567567568	order	1.0	1.0	sample_0	14		12564541	185	6342719	14
	69541	SemiBin_GTDB	False		87.0	6842113	Desulfuromonadales	1.0	1.0	order	1.0	1.0	sample_0	2		6842113	2	6842113	2
	84993	SemiBin_GTDB	False		88.0	4830178	Acidimicrobiales	1.0	1.0	order	1.0	1.0	sample_0	1		4830178	1	4830178	1
	32069	SemiBin_GTDB	False		89.0	1983735	Aquificales	0.9976087382888523	0.9166666666666666	order	1.0	1.0	sample_0	11		1988490	12	1983735	11
	2301	SemiBin_GTDB	False		90.0	1584791	Thermoplasmatales	1.0	1.0	order	1.0	1.0	sample_0	1		1584791	1	1584791	1
	3031714	SemiBin_GTDB	False		91.0	9446022	Haliangiales	1.0	1.0	order	1.0	1.0	sample_0	11		9446022	11	9446022	11
	649776	SemiBin_GTDB	False		92.0	1999613	Synergistales	0.9983085380386729	0.6666666666666666	order	1.0	1.0	sample_0	2		2003001	3	1999613	2
	1890940	SemiBin_GTDB	False		93.0	490866	Nanoarchaeales	1.0	1.0	order	1.0	1.0	sample_0	1		490866	1	490866	1
	3108222	SemiBin_GTDB	False		94.0	6512824	Geminicoccales	1.0	1.0	order	1.0	1.0	sample_0	5		6512824	5	6512824	5
	3104269	SemiBin_GTDB	False		95.0	4059887	Woeseiales	1.0	1.0	order	1.0	1.0	sample_0	1		4059887	1	4059887	1
	213481	SemiBin_GTDB	False		96.0	3830131	Bdellovibrionales	0.9964405136254026	0.75	order	1.0	1.0	sample_0	9		3843813	12	3830131	9
	203491	SemiBin_GTDB	False		97.0	3132217	Fusobacteriales	1.0	1.0	order	1.0	1.0	sample_0	3		3132217	3	3132217	3
	135618	SemiBin_GTDB	False		98.0	5051673	Methylococcales	1.0	1.0	order	1.0	1.0	sample_0	1		5051673	1	5051673	1
	1191478	SemiBin_GTDB	False		99.0	4719539	Magnetococcales	0.9985027343029347	0.5	order	1.0	1.0	sample_0	1		4726616	2	4719539	1
	1970189	SemiBin_GTDB	False		100.0	5132065	Marinilabiliales	1.0	1.0	order	1.0	1.0	sample_0	1		5132065	1	5132065	1
	1962852	SemiBin_GTDB	False		101.0	4978230	Calditrichales	0.9970907845468083	0.9166666666666666	order	1.0	1.0	sample_0	11		4992755	12	4978230	11
	1936988	SemiBin_GTDB	False		102.0	4399929	Saprospirales	1.0	1.0	order	1.0	1.0	sample_0	9		4399929	9	4399929	9
	2266	SemiBin_GTDB	False		103.0	2222018	Thermoproteales	0.9743691524530146	0.47619047619047616	order	0.9997547274594535	0.9090909090909091	sample_0	11		2279909	21	2221473	10
	213115	SemiBin_GTDB	False		104.0	19701019	Desulfovibrionales	0.9965240549312656	0.9090909090909091	order	0.9997304707944294	0.9090909090909091	sample_0	11		19764409	11	19695709	10
	255473	SemiBin_GTDB	False		105.0	2902377	Parvularculales	1.0	1.0	order	0.9947653251111072	0.8888888888888888	sample_0	9		2887184	8	2887184	8
	1955042	SemiBin_GTDB	False		106.0	2994467	Gloeomargaritales	1.0	1.0	order	0.9788506602343588	0.735632183908046	sample_0	87		2931136	64	2931136	64
	2024979	SemiBin_GTDB	False		107.0	3420711	Bacteriovoracales	0.9919793460384149	0.9766666666666667	order	0.9602585544350283	0.7306733167082294	sample_0	401		3311326	300	3284767	293
	80840	SemiBin_GTDB	False		108.0	21721586	Burkholderiales	0.9977804685464264	0.9894613583138173	order	0.9334218505039181	0.6163384390955506	sample_0	1371		20320505	854	20275403	845
	29	SemiBin_GTDB	False		109.0	8928984	Myxococcales	1.0	1.0	order	0.924038838013373	0.6557161629434954	sample_0	1522		8250728	998	8250728	998
	135613	SemiBin_GTDB	False		110.0	29683954	Chromatiales	0.9979591269469887	0.9543726235741445	order	0.9228553244625025	0.042607367170259716	sample_0	5891		27450017	263	27393995	251
	205948	SemiBin_GTDB	False		111.0	2028059	Candidatus Cenarchaeales	1.0	1.0	order	0.921521513920453	0.6371428571428571	sample_0	350		1868900	223	1868900	223
	32003	SemiBin_GTDB	False		112.0	4028973	Nitrosomonadales	0.9958851150628285	0.9823529411764705	order	0.8878937634975465	0.3436213991769547	sample_0	486		3592081	170	3577300	167
	68295	SemiBin_GTDB	False		113.0	2513454	Thermoanaerobacterales	0.9897144772493398	0.9820143884892086	order	0.8716789724419066	0.5845824411134903	sample_0	467		2213694	278	2190925	273
	2037	SemiBin_GTDB	False		114.0	1969919	Actinomycetales	0.9584097123781978	0.9409448818897638	order	0.817197559899671	0.5063559322033898	sample_0	472		1679671	254	1609813	239
	186802	SemiBin_GTDB	False		115.0	23818850	Eubacteriales	0.9964677111064084	0.9759398496240601	order	0.799648933512743	0.08049113233287858	sample_0	8063		19114235	665	19046718	649
	2881377	SemiBin_GTDB	False		116.0	4794364	Pseudanabaenales	1.0	1.0	order	0.7568570096054451	0.41704918032786886	sample_0	1525		3628648	636	3628648	636
	31932	SemiBin_GTDB	False		117.0	9271266	Nitrosopumilales	0.9988898658998698	0.9951923076923077	order	0.7519565289141742	0.1404977375565611	sample_0	4420		6979337	624	6971589	621
	2887327	SemiBin_GTDB	False		118.0	7679217	Kangiellales	0.7037147077278293	0.8733333333333333	order	0.7442549155727726	0.19031476997578692	sample_0	2065		8121608	450	5715295	393
	135619	SemiBin_GTDB	False		119.0	74094073	Oceanospirillales	0.9910194842094517	0.9779286926994907	order	0.7106355187141622	0.02036775106082037	sample_0	28280		53131024	589	52653880	576
	204455	SemiBin_GTDB	False		120.0	109983232	Rhodobacterales	0.9992257547508998	0.9959055118110236	order	0.6885357487948709	0.09283344587651567	sample_0	34061		75786064	3175	75727387	3162
	666506	SemiBin_GTDB	False		121.0	3767029	Phycisphaerales	0.9978932389639534	0.9964788732394366	order	0.6690569677058499	0.33215962441314556	sample_0	1704		2525678	568	2520357	566
	54526	SemiBin_GTDB	False		122.0	4141307	Candidatus Pelagibacterales	0.9033451025049455	0.7729885057471264	order	0.6631483732068161	0.1447014523937601	sample_0	1859		3040146	348	2746301	269
	1706369	SemiBin_GTDB	False		123.0	17893604	Cellvibrionales	0.9839091921868885	0.9571020019065777	order	0.6611393098897237	0.394344069128044	sample_0	2546		12023635	1049	11830165	1004
	213849	SemiBin_GTDB	False		124.0	14233722	Campylobacterales	0.9965299260078844	0.9884020618556701	order	0.6394754653772218	0.0637890884896873	sample_0	12024		9133811	776	9102116	767
	213118	SemiBin_GTDB	False		125.0	15311050	Desulfobacterales	1.0	1.0	order	0.6304779881196914	0.5	sample_0	4		9653280	2	9653280	2
	135624	SemiBin_GTDB	False		126.0	20115159	Aeromonadales	0.9997498469150337	0.9983792544570502	order	0.6268467477686853	0.044470112619116375	sample_0	13852		12612277	617	12609122	616
	68933	SemiBin_GTDB	False		127.0	4513496	Thermales	0.9430364107063964	0.7563451776649747	order	0.6138532082447841	0.07038261691072271	sample_0	2117		2937982	197	2770624	149
	191411	SemiBin_GTDB	False		128.0	9904930	Chlorobiales	1.0	1.0	order	0.6087672502481087	0.00044682752457551384	sample_0	4476		6029797	2	6029797	2
	356	SemiBin_GTDB	False		129.0	48732292	Hyphomicrobiales	0.9128301481754973	0.9258467023172906	order	0.5975383837887206	0.26427190393812966	sample_0	9827		31900146	2805	29119415	2597
	768507	SemiBin_GTDB	False		130.0	40447001	Cytophagales	0.996706776110019	0.9886255924170616	order	0.5944950776449408	0.09149925432055443	sample_0	22798		24124992	2110	24045543	2086
	1643947	SemiBin_GTDB	False		131.0	3769668	Petrotogales	0.9660010446800277	0.8571428571428571	order	0.5906737675572491	0.02773246329526917	sample_0	3678		2305012	119	2226644	102
	85008	SemiBin_GTDB	False		132.0	24483530	Micromonosporales	0.9981865856313785	0.991128010139417	order	0.581032432823208	0.19767441860465115	sample_0	3956		14251569	789	14225725	782
	235899	SemiBin_GTDB	False		133.0	3405259	Nautiliales	0.9835386599770467	0.9710526315789474	order	0.56876848427682	0.20297029702970298	sample_0	1818		1969220	380	1936804	369
	200644	SemiBin_GTDB	False		134.0	233712236	Flavobacteriales	0.997667591058106	0.9900853413654619	order	0.56514531400059	0.09109489388235838	sample_0	86602		132390163	7968	132081375	7889
	2258	SemiBin_GTDB	False		135.0	31899682	Thermococcales	0.995088883459241	0.9800275482093664	order	0.5643046222216259	0.060067539046010976	sample_0	23690		18089980	1452	18001138	1423
	204441	SemiBin_GTDB	False		136.0	12474811	Rhodospirillales	1.0	1.0	order	0.5628234367638917	0.0006887052341597796	sample_0	4356		7021116	3	7021116	3
	2191	SemiBin_GTDB	False		137.0	4427917	Methanomicrobiales	0.9983140351727146	0.9836065573770492	order	0.5584440720094799	0.013633265167007498	sample_0	4401		2476920	61	2472744	60
	85011	SemiBin_GTDB	False		138.0	31682351	Kitasatosporales	1.0	1.0	order	0.5421375452850705	0.018496293681609603	sample_0	28330		17176192	524	17176192	524
	114380	SemiBin_GTDB	False		139.0	12833593	Desulfurococcales	0.9938613260291705	0.9712230215827338	order	0.5245254388229391	0.025409373235460192	sample_0	10626		6773124	278	6731546	270
	135622	SemiBin_GTDB	False		140.0	367602853	Alteromonadales	0.9981685988921075	0.992665418227216	order	0.5087035953989182	0.029044866350693588	sample_0	219006		187343995	6408	187000893	6361
	2231	SemiBin_GTDB	False		141.0	11117490	Archaeoglobales	0.9945234691426444	0.9734513274336283	order	0.4837591038984519	0.030507534436535085	sample_0	10817		5407803	339	5378187	330
	2800059	SemiBin_GTDB	False		142.0	3229632	Maricaulales	0.9851152207222972	0.9814323607427056	order	0.46542206666270336	0.1998919502971367	sample_0	1851		1525854	377	1503142	370
	191393	SemiBin_GTDB	False		143.0	7807512	Deferribacterales	0.9938609865433902	0.9881656804733728	order	0.4634590379111809	0.09858323494687131	sample_0	5082		3640813	507	3618462	501
	3024411	SemiBin_GTDB	False		144.0	7683110	Desulfobulbales	1.0	1.0	order	0.4585877333527699	0.2	sample_0	5		3523380	1	3523380	1
	204457	SemiBin_GTDB	False		145.0	46962723	Sphingomonadales	0.9976122065249021	0.9926289926289926	order	0.4566939825869978	0.07494805580290888	sample_0	26952		21498928	2035	21447593	2020
	186826	SemiBin_GTDB	False		146.0	26202455	Lactobacillales	0.9868879768983952	0.9656683710737765	order	0.4558358367565177	0.06229384600885873	sample_0	21222		12102709	1369	11944018	1322
	85010	SemiBin_GTDB	False		147.0	15419679	Pseudonocardiales	0.9953124492396322	0.9860834990059643	order	0.4291737201533184	0.02363818329123576	sample_0	20983		6648888	503	6617721	496
	85006	SemiBin_GTDB	False		148.0	25649871	Micrococcales	0.995444449199144	0.9822064056939501	order	0.4244358967731261	0.040870724122612175	sample_0	20259		10936548	843	10886726	828
	2800060	SemiBin_GTDB	False		149.0	10683980	Hyphomonadales	0.971052779287368	0.9576059850374065	order	0.41777324555081535	0.2812156719150494	sample_0	2731		4596538	802	4463481	768
	1385	SemiBin_GTDB	False		150.0	74341754	Bacillales	0.9943168978695529	0.9863370201691607	order	0.3580857804350433	0.058402034055011945	sample_0	51916		26772878	3074	26620725	3032
	2182	SemiBin_GTDB	False		151.0	20932607	Methanococcales	0.9981550487020968	0.9961277831558567	order	0.35111503311555986	0.04439746300211417	sample_0	23177		7363338	1033	7349753	1029
	2235	SemiBin_GTDB	False		152.0	30079066	Halobacteriales	0.9983389150376611	0.972972972972973	order	0.3423780512333727	0.0038461538461538464	sample_0	37440		10315547	148	10298412	144
	1118	SemiBin_GTDB	False		153.0	8769447	Chroococcales	0.9918774159870152	0.9814814814814815	order	0.33692649034768096	0.04434682564585295	sample_0	9561		2978855	432	2954659	424
	1890424	SemiBin_GTDB	False		154.0	54800728	Synechococcales	0.9975735499580092	0.9856230031948882	order	0.33335168467105036	0.025225888221104706	sample_0	24459		18312349	626	18267915	617
	72273	SemiBin_GTDB	False		155.0	65229861	Thiotrichales	0.9988331389184217	0.9944873208379272	order	0.28843969175405726	0.015297469642493724	sample_0	58964		18836861	907	18814881	902
	2887326	SemiBin_GTDB	False		156.0	41458458	Moraxellales	0.9959035783211901	0.9880239520958084	order	0.26910238677955656	0.010924620121163969	sample_0	30207		11202460	334	11156570	330
	135623	SemiBin_GTDB	False		157.0	439415232	Vibrionales	0.9959472439894613	0.987192118226601	order	0.26526973238833923	0.009963506915787484	sample_0	301701		117037887	3045	116563561	3006
